title,rank,date,artist,url,region,chart,trend,streams
IDGAF,146,2019-01-18,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,Argentina,top200,MOVE_DOWN,23100.0
Mungkin Hari Ini Esok Atau Nanti,92,2021-07-26,Anneth,https://open.spotify.com/track/7n5nvulc1oW1ErpeTrNezI,Indonesia,top200,MOVE_DOWN,56472.0
My Blood,90,2018-10-25,Twenty One Pilots,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD,Hungary,top200,MOVE_DOWN,2352.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",110,2017-03-10,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Ireland,top200,MOVE_DOWN,4362.0
HIGHEST IN THE ROOM,70,2021-05-14,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,Romania,top200,MOVE_DOWN,4071.0
Firefly,20,2019-07-14,"Mura Masa, Nao",https://open.spotify.com/track/2s9C5THb9llwyVXtjveV4E,Slovakia,viral50,MOVE_UP,
Good Days,25,2021-02-07,SZA,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,Peru,viral50,MOVE_DOWN,
Kevät,98,2018-11-16,"Adi L Hasla, Pihlaja",https://open.spotify.com/track/7xrMRHovEoiZ72bQxDuev8,Finland,top200,MOVE_DOWN,11808.0
DNA.,32,2017-04-26,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,United Kingdom,viral50,MOVE_DOWN,
Leave Out All The Rest,193,2017-07-27,Linkin Park,https://open.spotify.com/track/1yFiaFeSLpw4nDYTeErRZ6,Hong Kong,top200,MOVE_DOWN,1955.0
Mood Swings (feat. Lil Tjay),40,2020-08-15,Pop Smoke,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,France,viral50,MOVE_UP,
קירות,64,2020-06-22,Itay Levi,https://open.spotify.com/track/0ZFQYK9u8C1nGLXXb4y17W,Israel,top200,MOVE_DOWN,5362.0
Something I Don't Need,39,2021-02-27,E.SO,https://open.spotify.com/track/3yWMv4KSXoh1l61cAqykl1,Taiwan,top200,MOVE_UP,17888.0
Ella,140,2021-03-16,Junior H,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq,Mexico,top200,SAME_POSITION,98979.0
Never Give Up,31,2017-04-09,Sia,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,France,top200,MOVE_UP,60882.0
Berlin,195,2020-06-08,"Samra, Capital Bra",https://open.spotify.com/track/05yTaWPb5rtmcLjc8gh6dB,Switzerland,top200,NEW_ENTRY,5050.0
Bohemian Rhapsody - Remastered 2011,55,2018-11-29,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,Finland,top200,MOVE_DOWN,14428.0
Meant to Be (feat. Florida Georgia Line),135,2018-10-12,Bebe Rexha,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Global,top200,MOVE_DOWN,790173.0
Bella ciao - HUGEL Remix,28,2018-05-27,El Profesor,https://open.spotify.com/track/2dQzfKRaMKUCQgMpOtpLTh,Global,viral50,MOVE_UP,
Vivo Pensando En Ti (feat. Maluma),14,2017-11-04,Felipe Peláez,https://open.spotify.com/track/0H7cz1bR7w9PulJL7Na774,Bolivia,viral50,MOVE_DOWN,
Dance Monkey,64,2020-08-22,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Honduras,top200,MOVE_DOWN,3047.0
砂之器,9,2021-08-14,Jer 柳應廷,https://open.spotify.com/track/4o36qfelYYKAkPGPEQYu3u,Hong Kong,top200,SAME_POSITION,21333.0
Let You Down,19,2017-11-12,NF,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,Indonesia,top200,SAME_POSITION,45972.0
Perfect,178,2020-08-14,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Vietnam,top200,MOVE_UP,3040.0
Uh-Oh,182,2019-07-13,(G)I-DLE,https://open.spotify.com/track/1OBb2wZMXKNmtdyyejLIyL,Indonesia,top200,MOVE_UP,22981.0
Watermelon Sugar,47,2021-05-17,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Latvia,top200,MOVE_UP,1626.0
Anaranjado,36,2020-07-21,"Jowell & Randy, J Balvin",https://open.spotify.com/track/5iw28wvyHgj4ppOu5AdcEU,Guatemala,top200,MOVE_DOWN,11324.0
Daddy Issues,79,2021-02-24,The Neighbourhood,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,Poland,top200,MOVE_DOWN,27847.0
Đâu Cần Một Bài Ca Tình Yêu,39,2019-12-15,"Tien Tien, Trang",https://open.spotify.com/track/6PLNoijWdc3dWqc1KKjv73,Vietnam,top200,MOVE_DOWN,6570.0
Cúrame,4,2021-08-22,Rauw Alejandro,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I,Andorra,viral50,SAME_POSITION,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),171,2018-01-27,Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,New Zealand,top200,MOVE_DOWN,5788.0
Qué Hubiera Sido,31,2017-11-01,Ventino,https://open.spotify.com/track/1CktJB7mAIY4jqzv7oPbKL,Bolivia,viral50,MOVE_DOWN,
Don't Start Now,4,2020-02-13,Dua Lipa,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,Israel,top200,SAME_POSITION,14262.0
Mr. Brightside,122,2019-03-12,The Killers,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,New Zealand,top200,SAME_POSITION,7630.0
Nights Like This (feat. Ty Dolla $ign),38,2019-03-02,Kehlani,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,Hong Kong,top200,MOVE_DOWN,5241.0
Havana,5,2017-11-21,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,United States,top200,MOVE_DOWN,963748.0
5 fine frøkner,173,2017-07-11,Gabrielle,https://open.spotify.com/track/2tFgv3sLFNc088KLtjxzVa,Sweden,top200,MOVE_DOWN,16838.0
La Bicicleta,28,2017-02-02,"Carlos Vives, Shakira",https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,El Salvador,top200,MOVE_UP,2267.0
Like I Do,166,2018-09-13,"David Guetta, Martin Garrix, Brooks",https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ,Italy,top200,MOVE_DOWN,33879.0
Coolant,162,2018-11-24,Farruko,https://open.spotify.com/track/2fHOqQ9K6eY0wsbVZiYZPw,El Salvador,top200,MOVE_UP,1042.0
Good Life (with G-Eazy & Kehlani),17,2017-04-02,G-Eazy,https://open.spotify.com/track/0Oa9mHOnH14GZ4toWwkf4c,Portugal,viral50,MOVE_UP,
Min mamma jobbar på bank,20,2020-03-02,Kokobäng,https://open.spotify.com/track/4NjLoqYEOE7xjNtmvJvRxf,Sweden,viral50,MOVE_DOWN,
Monday,199,2021-09-05,Imagine Dragons,https://open.spotify.com/track/6tvDAC8atHIjyLgvOEK1fK,Ukraine,top200,MOVE_DOWN,3055.0
Dance Monkey,8,2020-02-12,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Bolivia,viral50,MOVE_UP,
Here With Me,21,2019-05-12,"Marshmello, CHVRCHES",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,Hong Kong,top200,MOVE_DOWN,5840.0
修煉愛情,162,2017-10-26,JJ Lin,https://open.spotify.com/track/190kU2WKyIzx9XaBjfWRPk,Taiwan,top200,MOVE_DOWN,3072.0
Side To Side,121,2017-04-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Canada,top200,MOVE_UP,27752.0
Easy - Remix,142,2020-01-04,"Jhay Cortez, Ozuna",https://open.spotify.com/track/0Cn8NxJZz7zUlsaA3rXoIU,El Salvador,top200,MOVE_UP,1790.0
耿耿於懷,173,2020-10-11,Juno Mak,https://open.spotify.com/track/027DJzimsjm1M1hflEWLnv,Hong Kong,top200,MOVE_UP,2915.0
ILYSB - STRIPPED,80,2017-10-20,LANY,https://open.spotify.com/track/7j4IOedQQtMpSHEvyXZsHI,Philippines,top200,MOVE_UP,35714.0
Get Out My Head,46,2021-02-08,Shane Codd,https://open.spotify.com/track/055Mme9ReKK99jRFA5UJ55,Finland,viral50,MOVE_DOWN,
Mad Love,157,2018-04-05,"Sean Paul, David Guetta, Becky G",https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf,Mexico,top200,MOVE_UP,50550.0
Chica Ideal,39,2021-07-14,"Sebastian Yatra, Guaynaa",https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,El Salvador,top200,MOVE_UP,5985.0
Anders,116,2021-10-07,Bazart,https://open.spotify.com/track/4AbKYcsZDCrA2rNVGwlhkz,Belgium,top200,MOVE_UP,7831.0
Pentakill,37,2019-11-08,"Neelo, Trueno",https://open.spotify.com/track/3vFbJ2n0sNzZG2HCww0BF9,Uruguay,viral50,NEW_ENTRY,
Te Quemaste,177,2020-07-14,"Manuel Turizo, Anuel AA",https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,Paraguay,top200,MOVE_DOWN,2774.0
她說,178,2018-02-26,JJ Lin,https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts,Taiwan,top200,MOVE_DOWN,2837.0
HOLIDAY,35,2021-01-10,Lil Nas X,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,Denmark,top200,MOVE_DOWN,20534.0
Me Mató (feat. Faster),75,2020-01-06,Boza,https://open.spotify.com/track/3zF3RFHnA6YXQ5TviNjhcv,Panama,top200,MOVE_DOWN,2781.0
Asesina,98,2018-12-20,"Brytiago, Barloe Team, Darell",https://open.spotify.com/track/2QgWkYJqvjzsAd8Sh8HlH7,El Salvador,top200,MOVE_DOWN,1505.0
Blueberry Faygo,34,2020-02-23,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,Ireland,top200,MOVE_UP,15853.0
Swervin (feat. 6ix9ine),142,2019-05-11,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,Netherlands,top200,MOVE_DOWN,29869.0
There's No Way (feat. Julia Michaels),125,2019-02-26,Lauv,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,South Africa,top200,MOVE_DOWN,1246.0
Dance Monkey,146,2021-06-01,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Netherlands,top200,MOVE_UP,28743.0
Aromatyczne Przyprawy,48,2020-12-17,"Żabson, Mata",https://open.spotify.com/track/56H7O0iIqcZqWWA0QYQAwE,Poland,viral50,MOVE_DOWN,
Tigini,32,2021-08-03,Kikimoteleba,https://open.spotify.com/track/7fvaNCAFYAx6ny6C5i5Hab,Portugal,viral50,MOVE_UP,
天黑請閉眼,25,2021-06-01,九澤CP,https://open.spotify.com/track/1Tf5PcIbUcYhhjZIrQFybB,Taiwan,top200,MOVE_UP,18438.0
Ordentlich,145,2021-03-31,t-low,https://open.spotify.com/track/4DnHEa1fuf3bn61AwT8Qiv,Switzerland,top200,MOVE_DOWN,6843.0
Mo Bamba,5,2018-09-23,Sheck Wes,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn,United States,viral50,MOVE_UP,
Krippy Kush,10,2017-10-13,"Farruko, Bad Bunny, Rvssian",https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,El Salvador,top200,MOVE_DOWN,4249.0
Two Moons,23,2021-09-28,BoyWithUke,https://open.spotify.com/track/5GxUKIEkMXXZo1Tif0IzfC,Romania,viral50,MOVE_UP,
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",196,2018-05-22,Diplo,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO,Sweden,top200,NEW_ENTRY,17925.0
Cake By The Ocean,137,2017-04-13,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,Ireland,top200,MOVE_DOWN,4246.0
Superstar,45,2021-09-15,Mido and Falasol,https://open.spotify.com/track/20BE9EAAuma1el03cT4bH6,Taiwan,viral50,NEW_ENTRY,
Rich & Sad,67,2018-05-21,Post Malone,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc,Australia,top200,MOVE_DOWN,45031.0
Blåmärkshårt (Mi Amor),148,2020-04-07,Miriam Bryant,https://open.spotify.com/track/2qKtQuFukH2d0m3FNROcqH,Sweden,top200,MOVE_UP,21698.0
BORRAXXA,167,2020-03-24,"Feid, Manuel Turizo",https://open.spotify.com/track/2Y1EBfErprYwOlgluV9neb,Uruguay,top200,MOVE_DOWN,1816.0
Watermelon Sugar,195,2020-07-10,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,Turkey,top200,MOVE_DOWN,24437.0
Chica Paranormal,37,2018-11-30,Paulo Londra,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV,Chile,top200,MOVE_DOWN,73993.0
En Cero,38,2019-06-19,"Yandel, Sebastian Yatra, Manuel Turizo",https://open.spotify.com/track/51uLQESb4VnYAbs5WtGxho,El Salvador,top200,SAME_POSITION,2951.0
Wonder,13,2020-10-21,Shawn Mendes,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,Australia,top200,SAME_POSITION,121078.0
Ahora Te Puedes Marchar,151,2019-09-25,Luis Miguel,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,Honduras,top200,MOVE_UP,1165.0
rockstar (feat. 21 Savage),171,2020-01-17,Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Slovakia,top200,MOVE_DOWN,1642.0
Not A Damn Thing Changed,121,2019-02-11,Lukas Graham,https://open.spotify.com/track/5vph4KmP15IRBLRPPsLnRo,Denmark,top200,MOVE_DOWN,11169.0
Flaca,164,2018-06-12,Andrés Calamaro,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED,Argentina,top200,MOVE_UP,16246.0
Pandora,184,2019-09-30,"Hawk, Smuggler, Above The Hood",https://open.spotify.com/track/3NrWkXECLuHOKCkWUgwpmB,Greece,top200,MOVE_DOWN,1489.0
Film out,138,2021-06-23,BTS,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt,Peru,top200,MOVE_UP,12780.0
Never Really Over,112,2019-08-01,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,Indonesia,top200,MOVE_DOWN,34299.0
Mabuse,30,2017-02-09,Los Punsetes,https://open.spotify.com/track/59vVy8dXcbvR01qomiMrtd,Spain,viral50,MOVE_UP,
Before You Go,75,2020-10-24,Lewis Capaldi,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,Netherlands,top200,MOVE_UP,48545.0
My Universe - Acoustic Version,151,2021-10-18,"Coldplay, BTS",https://open.spotify.com/track/6nhc3daOpKaZBRj2ZFWfc7,South Korea,top200,MOVE_UP,1352.0
Deprem Gibi,172,2021-07-04,"Feride Hilal Akın, Dogus Cabakcor",https://open.spotify.com/track/2iamtjVuv8Wi3SocDVJZpD,Turkey,top200,MOVE_DOWN,30419.0
Quem Me Dera,191,2018-09-19,Mariza,https://open.spotify.com/track/6VBGMZQiblFsl2Ne7g8IVL,Portugal,top200,MOVE_DOWN,2971.0
In the Name of Love,120,2017-04-28,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Belgium,top200,MOVE_DOWN,4385.0
Boy With Luv (feat. Halsey),42,2021-04-10,BTS,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,South Korea,top200,MOVE_UP,3071.0
Startender (feat. Offset and Tyga),121,2019-03-07,A Boogie Wit da Hoodie,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,Romania,top200,MOVE_UP,1716.0
TieksVie,62,2018-03-30,Damso,https://open.spotify.com/track/0IbEikMmfMHeR4oEcMUO8O,France,top200,MOVE_DOWN,65218.0
Ashes,11,2020-07-24,Stellar,https://open.spotify.com/track/2NeyJbL3ROKCjRkAjs77ya,Norway,viral50,MOVE_UP,
Grill u Gawrona,188,2020-10-12,"Białas, Lanek",https://open.spotify.com/track/7n7QAwwFJG7jOjxgACW1XC,Poland,top200,MOVE_DOWN,16407.0
Beggin',5,2021-07-20,Måneskin,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,Egypt,top200,MOVE_DOWN,11754.0
Bellaquita - Remix,51,2020-06-06,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",https://open.spotify.com/track/4GGwM2Krtlx9G9ii1RaEOx,Costa Rica,top200,MOVE_UP,7703.0
Look Alive (feat. Drake),20,2018-03-18,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,Canada,viral50,SAME_POSITION,
Believer,53,2017-07-02,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,Guatemala,top200,SAME_POSITION,2173.0
Only You (with Little Mix),23,2018-09-14,Cheat Codes,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt,Ireland,top200,SAME_POSITION,21163.0
More Than You Know,12,2017-07-21,Axwell /\ Ingrosso,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz,Belgium,top200,MOVE_DOWN,21554.0
Heather,78,2020-12-22,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,United Arab Emirates,top200,MOVE_DOWN,2184.0
Villi kortti,163,2021-01-06,Spekti,https://open.spotify.com/track/7GYMsuZ6jfzyW9DuEcBQSI,Finland,top200,MOVE_UP,5206.0
Holy (feat. Chance The Rapper),20,2021-01-02,Justin Bieber,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,New Zealand,top200,SAME_POSITION,19748.0
Öyle Kolaysa,40,2018-07-16,Mabel Matiz,https://open.spotify.com/track/18MGgjSmKP7971VFFgJU94,Turkey,top200,MOVE_DOWN,28542.0
Don't Call Me Up,155,2019-01-26,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,Sweden,top200,NEW_ENTRY,21371.0
Roses - Imanbek Remix,110,2021-04-30,SAINt JHN,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,Norway,top200,MOVE_DOWN,16180.0
White Lines,130,2018-01-14,SIX60,https://open.spotify.com/track/5H2avIx356wQpgG7HnPEHM,New Zealand,top200,MOVE_DOWN,6571.0
Solo (feat. Demi Lovato),11,2018-07-17,Clean Bandit,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Greece,top200,MOVE_UP,4725.0
El Mismo Aire - con Pablo Alborán,145,2020-08-30,Camilo,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,Global,top200,MOVE_DOWN,716070.0
Supalonely,18,2020-05-07,"BENEE, Gus Dapperton",https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,Bulgaria,viral50,MOVE_UP,
Teka Lang,4,2020-09-07,Emman,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,Philippines,top200,SAME_POSITION,162119.0
Don't Start Now,82,2020-07-28,Dua Lipa,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,Spain,top200,MOVE_UP,68846.0
Egoísta,142,2018-02-18,"Ozuna, Zion & Lennox",https://open.spotify.com/track/4X3CV9rXo3hQrkb0fzRAux,Dominican Republic,top200,MOVE_UP,1137.0
Movie,83,2021-08-16,"Stormy, Tagne",https://open.spotify.com/track/5yvhyifVn3mIRQFgSAZGnc,Morocco,top200,MOVE_UP,3394.0
Leave Me Alone,19,2018-10-03,Flipp Dinero,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,Iceland,viral50,MOVE_DOWN,
Esperándote,37,2018-03-03,Manuel Turizo,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj,Guatemala,viral50,MOVE_UP,
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",171,2021-10-26,Nardo Wick,https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH,Global,top200,MOVE_UP,777263.0
Late For My Love - Chill House Remix,35,2018-07-21,DJ Ravin,https://open.spotify.com/track/7BkrLtEmNdSLfao2edQrQ5,Turkey,viral50,MOVE_UP,
Fenomeno,142,2017-08-09,Fabri Fibra,https://open.spotify.com/track/6ITDAE1VFqNtNBJ51uI1Jl,Italy,top200,MOVE_DOWN,17191.0
DUELE EL CORAZON (feat. Wisin),186,2017-08-03,Enrique Iglesias,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,Ecuador,top200,MOVE_UP,1777.0
The Middle,38,2018-04-04,"Zedd, Maren Morris, Grey",https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m,Iceland,top200,MOVE_DOWN,2056.0
In Your Eyes (with Doja Cat) - Remix,180,2020-06-03,The Weeknd,https://open.spotify.com/track/0UnTaVkntyh3vqvLEvbpQx,New Zealand,top200,MOVE_DOWN,5908.0
Aluspükse,10,2020-02-05,"5MIINUST, nublu",https://open.spotify.com/track/2xtLPeeUmIzM1hFw2qeH4U,Estonia,top200,MOVE_UP,2640.0
Post Malone (feat. RANI),83,2019-07-21,Sam Feldt,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,United Kingdom,top200,MOVE_DOWN,82767.0
FANCY,142,2019-12-17,TWICE,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,Thailand,top200,MOVE_UP,7523.0
Ngày Mai Em Đi,67,2020-09-10,"Lê Hiếu, Soobin Hoang Son, Touliver",https://open.spotify.com/track/0ZP4bO2ywAv44HiEzzHaq5,Vietnam,top200,MOVE_UP,5590.0
Graveyard,39,2019-11-05,Halsey,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,Latvia,top200,MOVE_DOWN,1478.0
Lucid Dreams,106,2020-11-23,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,Romania,top200,MOVE_DOWN,3137.0
Sousou,160,2020-05-11,Jul,https://open.spotify.com/track/3dyoo6UNb2VlMTISBqrDb1,Belgium,top200,MOVE_UP,6114.0
Lust,178,2018-07-06,Lil Skies,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,Canada,top200,MOVE_DOWN,28360.0
Palmen aus Plastik,141,2018-04-22,"Bonez MC, RAF Camora",https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj,Austria,top200,MOVE_UP,3168.0
"Yo x Ti, Tu x Mi",26,2019-11-10,"ROSALÍA, Ozuna",https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,Nicaragua,top200,MOVE_UP,2307.0
Olha a Explosão,99,2018-03-21,MC Kevinho,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn,Bolivia,top200,MOVE_DOWN,1323.0
Roller,33,2020-01-25,Apache 207,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,Germany,viral50,MOVE_UP,
All Falls Down (feat. Juliander),49,2017-10-30,"Alan Walker, Noah Cyrus, Digital Farm Animals",https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,Indonesia,top200,MOVE_UP,26771.0
Seri,21,2019-02-01,"Saske, Givi",https://open.spotify.com/track/3HwpctuXs78xUNaclgj2Qe,Greece,viral50,MOVE_UP,
Rahan takii,107,2017-10-25,Antti Tuisku,https://open.spotify.com/track/1NB2U3ix3mCQ3LLojIt1P7,Finland,top200,MOVE_UP,10226.0
Non Abbiamo Età,73,2018-11-06,Luche,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3,Italy,top200,MOVE_DOWN,62858.0
Starboy,19,2017-03-23,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Brazil,top200,MOVE_DOWN,132931.0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),87,2017-11-17,Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,Bolivia,top200,MOVE_DOWN,1366.0
Rover (feat. DTG),28,2020-05-02,S1mba,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,New Zealand,top200,MOVE_DOWN,17429.0
Did You See,25,2017-08-14,J Hus,https://open.spotify.com/track/6DXEZzM4wBa3EOl0NCNSvz,United Kingdom,top200,SAME_POSITION,158719.0
I Want It That Way,175,2019-03-21,Backstreet Boys,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya,Singapore,top200,NEW_ENTRY,6514.0
Sun Comes Up (feat. James Arthur),178,2017-12-07,Rudimental,https://open.spotify.com/track/6SUocL0caib4mLHe8ZrZzi,Poland,top200,MOVE_DOWN,7371.0
Mood Swings (feat. Lil Tjay),7,2020-09-06,Pop Smoke,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,Bulgaria,viral50,MOVE_DOWN,
LA CANCIÓN,62,2021-09-25,"J Balvin, Bad Bunny",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,Panama,top200,MOVE_DOWN,3689.0
Mang' Dakiwe (feat. Leon Lee),42,2021-01-26,Dj Obza,https://open.spotify.com/track/2uHImha8ZRh5gDQAsCzcle,South Africa,viral50,MOVE_UP,
TOY,47,2018-05-16,The Toys,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL,Thailand,top200,MOVE_UP,4603.0
Good As Hell,13,2019-07-29,Lizzo,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,Ireland,viral50,MOVE_UP,
Mood Swings (feat. Lil Tjay),114,2021-03-03,Pop Smoke,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,Greece,top200,MOVE_UP,4073.0
Wagon Wheel,194,2019-03-22,Darius Rucker,https://open.spotify.com/track/3xdjjKMcMOFgo1eQrfbogM,New Zealand,top200,NEW_ENTRY,6260.0
Titubeo,138,2021-05-08,"L-Gante, Homer El Mero Mero, DT.Bilardo",https://open.spotify.com/track/23UX82uDIfCUUneRfzDTD5,Uruguay,top200,MOVE_UP,2546.0
Otra vez (feat. J Balvin),65,2018-03-23,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,Peru,top200,MOVE_UP,15289.0
Leave The Door Open,145,2021-08-06,"Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,Ecuador,top200,MOVE_DOWN,6518.0
telepatía,161,2021-06-05,Kali Uchis,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,South Africa,top200,MOVE_UP,3401.0
На грязном (Диана),66,2020-11-16,Платина,https://open.spotify.com/track/6t1ODAVbCVRQas6OyaGXQP,Russia,top200,MOVE_UP,17836.0
Ultralife,28,2017-04-08,Oh Wonder,https://open.spotify.com/track/4hHpf4AuRjKvNtcTCwqx3K,United Kingdom,viral50,SAME_POSITION,
Passionfruit,199,2017-08-21,Drake,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,Sweden,top200,NEW_ENTRY,13732.0
MIA (feat. Drake),112,2019-02-03,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,United Kingdom,top200,MOVE_DOWN,64375.0
I'm Yours,156,2017-03-09,Jason Mraz,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Singapore,top200,MOVE_UP,4567.0
Hele Vejen,121,2017-07-17,Nik & Jay,https://open.spotify.com/track/3HSVajhOgTDPrpUICXLdSA,Denmark,top200,MOVE_UP,10417.0
