title,rank,date,artist,url,region,chart,trend,streams
Amor y dolor,82,2017-01-24,"Carlos Baute, Alexis y Fido",https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,Argentina,top200,MOVE_DOWN,23162.0
Dáng Em,33,2021-06-28,Dương Edward,https://open.spotify.com/track/45ZiKpx5HypjV6Bff9xMfk,Vietnam,viral50,MOVE_DOWN,
O Zaman Dans,15,2017-02-09,Norm Ender,https://open.spotify.com/track/4ix8pD60Cccrq5jXbUUu49,Turkey,viral50,MOVE_DOWN,
Rats,16,2018-04-19,Ghost,https://open.spotify.com/track/0GSguwVydcDTrHPoQsS8FU,Portugal,viral50,MOVE_UP,
Walk Me Home,57,2019-03-16,P!nk,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,Belgium,top200,SAME_POSITION,10731.0
Break My Stride,124,2020-01-19,Matthew Wilder,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT,Poland,top200,NEW_ENTRY,18504.0
Cyborg (feat. Geolier),195,2020-11-17,Guè Pequeno,https://open.spotify.com/track/54wRUYPMEHLttFdLImOlAt,Italy,top200,MOVE_DOWN,32645.0
The Night We Met,1,2017-04-28,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,Costa Rica,viral50,SAME_POSITION,
Rockin’,122,2017-01-09,The Weeknd,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,United States,top200,MOVE_UP,184613.0
愛情廢柴,188,2017-01-22,Jay Chou,https://open.spotify.com/track/4zWz6OmFpyXIgQCxAS5yQb,Singapore,top200,SAME_POSITION,3075.0
Hasta Abajo,123,2019-11-18,"Kevin Roldan, Bryant Myers, Lyanno",https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw,Colombia,top200,MOVE_DOWN,9577.0
Questions,91,2018-01-02,Chris Brown,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3,United Kingdom,top200,MOVE_UP,59756.0
Will You Remember Me,39,2017-12-30,Nicky Lee,https://open.spotify.com/track/2e1jfYNXJ6tT4zn7vBTo7D,Hong Kong,viral50,MOVE_DOWN,
New,41,2017-11-22,Daya,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK,Malaysia,viral50,MOVE_DOWN,
Em mới là người yêu anh,57,2019-01-05,MIN,https://open.spotify.com/track/5s5WpwEoK2V0a1eZq8ES5Y,Vietnam,top200,MOVE_DOWN,1642.0
ily (i love you baby) (feat. Emilee),182,2021-01-24,Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,Belgium,top200,MOVE_UP,6442.0
You Owe Me,15,2018-02-19,The Chainsmokers,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel,Slovakia,viral50,NEW_ENTRY,
El Amor de Mi Vida,40,2019-09-13,Camilo Sesto,https://open.spotify.com/track/2D2GISPz94aFg526x54sfH,Panama,viral50,MOVE_DOWN,
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",6,2018-12-26,DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,Bolivia,top200,SAME_POSITION,8892.0
Otra vez (feat. J Balvin),198,2020-01-09,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,El Salvador,top200,NEW_ENTRY,1563.0
No Role Modelz,89,2021-01-06,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,United States,top200,MOVE_UP,280972.0
napori,24,2021-05-15,Vaundy,https://open.spotify.com/track/5Ym4egUmT9wHEvZM2anGG8,Japan,top200,MOVE_UP,140060.0
Levitating (feat. DaBaby),10,2021-05-08,Dua Lipa,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,India,top200,MOVE_UP,127799.0
Si No Vuelves,65,2017-06-22,Gente De Zona,https://open.spotify.com/track/0PE1dlvMZeBqEbm4BtVVSZ,Spain,top200,MOVE_DOWN,47278.0
Blue Girl,42,2018-06-20,Chromatics,https://open.spotify.com/track/3GBQNAsF37XS3r31EJqS7T,Turkey,viral50,NEW_ENTRY,
WAIT,70,2021-01-02,E.SO,https://open.spotify.com/track/0TYt1vngPocfkK2YHvu7Ze,Taiwan,top200,MOVE_UP,13613.0
Jumanji,21,2018-04-19,B Young,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF,United Kingdom,top200,SAME_POSITION,224170.0
Shape of You,155,2021-05-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hong Kong,top200,MOVE_DOWN,3961.0
Perfect Duet (Ed Sheeran & Beyoncé),38,2018-01-28,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Czech Republic,top200,MOVE_UP,4037.0
Nabız,82,2021-11-06,"Burak Bulut, Kurtuluş Kuş",https://open.spotify.com/track/20xMGFi1F2jejmGYpDglfi,Turkey,top200,MOVE_UP,56406.0
Sweater Weather,189,2020-12-31,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,Panama,top200,MOVE_DOWN,1858.0
Solo (feat. Demi Lovato),27,2018-05-26,Clean Bandit,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Vietnam,viral50,MOVE_DOWN,
Issues,13,2017-04-29,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,Estonia,top200,MOVE_DOWN,1615.0
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",5,2017-06-09,DJ Khaled,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,Norway,top200,MOVE_DOWN,136153.0
Ang Huling El Bimbo,183,2017-07-17,Eraserheads,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r,Philippines,top200,MOVE_DOWN,19400.0
Que Va,63,2017-08-28,"Alex Sensation, Ozuna",https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,Colombia,top200,MOVE_UP,10208.0
I Feel It Coming,25,2017-03-21,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Guatemala,top200,MOVE_DOWN,4202.0
ily (i love you baby) (feat. Emilee),19,2020-08-06,Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,Netherlands,top200,MOVE_UP,110963.0
Gadis Di Ujung Sana,185,2017-04-21,"Rivan, Abdul & The Coffee Theory",https://open.spotify.com/track/3DOOAYISndPrhyoPUl90C9,Indonesia,top200,MOVE_DOWN,5533.0
Easy Love,108,2017-10-22,Lauv,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK,Hungary,top200,MOVE_DOWN,1130.0
Stop Met Typen,184,2018-08-19,Equalz,https://open.spotify.com/track/2fBHmGi4cnKynlXd7P6GZD,Netherlands,top200,MOVE_DOWN,20222.0
Tu Jaane Na,185,2021-10-31,"Atif Aslam, Pritam",https://open.spotify.com/track/4iFPsNzNV7V9KJgcOX7TEO,India,top200,MOVE_UP,57772.0
Robarte un Beso,119,2020-02-01,"Carlos Vives, Sebastian Yatra",https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,Colombia,top200,MOVE_UP,11779.0
Don't Call Me Up,2,2019-02-15,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,United Kingdom,viral50,SAME_POSITION,
Thinking out Loud,124,2017-09-14,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Paraguay,top200,MOVE_DOWN,1283.0
Heart On Ice,78,2020-03-30,Rod Wave,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,United States,top200,MOVE_DOWN,334009.0
Eu Sei de Cor - Ao Vivo | Acústico,137,2017-08-03,Marília Mendonça,https://open.spotify.com/track/45wqPwIH4A5cr2IyyD4WKf,Brazil,top200,MOVE_UP,54811.0
Who Do You Love,40,2019-03-23,"The Chainsmokers, 5 Seconds of Summer",https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,Vietnam,viral50,MOVE_DOWN,
La Mujer Perfecta,17,2018-09-01,KURT,https://open.spotify.com/track/0mAGeks6ns4FZWBPkjD9HR,Nicaragua,viral50,MOVE_UP,
Baby It's Cold Outside (duet with Michael Bublé),76,2018-12-16,Idina Menzel,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl,Australia,top200,MOVE_UP,46635.0
Tan Enamorados,36,2021-01-22,CNCO,https://open.spotify.com/track/4z9b9AbzCw32Azqg8uJ0B6,Bolivia,viral50,MOVE_UP,
Sunday Morning,59,2019-12-06,Mitch James,https://open.spotify.com/track/1Asq6gE9O44i5krkhqa7Ls,New Zealand,top200,MOVE_DOWN,13958.0
lovely (with Khalid),98,2020-03-01,Billie Eilish,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Finland,top200,MOVE_UP,8005.0
What About Us,37,2017-09-11,P!nk,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv,Greece,top200,MOVE_UP,2121.0
Start Again (feat. Logic),20,2018-06-18,OneRepublic,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz,Slovakia,top200,MOVE_UP,2364.0
The London (feat. J. Cole & Travis Scott),164,2020-05-28,"J. Cole, Young Thug",https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,Romania,top200,MOVE_DOWN,2009.0
With You,27,2018-01-09,"Fetty Wap, KDL",https://open.spotify.com/track/1IYMNvqEMDwQyL60eT54uY,Luxembourg,viral50,MOVE_DOWN,
Ramai,169,2019-10-05,"Delia, The Motans",https://open.spotify.com/track/1SKoHXqVNiibNnr3Otg5LU,Romania,top200,MOVE_DOWN,1668.0
Jeans,98,2021-06-26,Justin Quiles,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,Costa Rica,top200,MOVE_UP,5103.0
Better Together,83,2018-12-27,"Hayden James, Running Touch",https://open.spotify.com/track/6VHLa2Ov2NnnekRjLpAgdv,Australia,top200,MOVE_UP,42618.0
The Idea of You,41,2017-01-03,Nine Inch Nails,https://open.spotify.com/track/6rBpQejzUg29iJUjRzwsjU,Argentina,viral50,MOVE_DOWN,
Lovesick Girls,177,2021-09-07,BLACKPINK,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,Hong Kong,top200,MOVE_DOWN,3462.0
abcdefu,1,2021-12-12,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Indonesia,viral50,SAME_POSITION,
Heartless,33,2020-03-12,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,Bulgaria,top200,MOVE_DOWN,1400.0
Better Half of Me,124,2020-03-04,Tom Walker,https://open.spotify.com/track/4VPlKUSjC9HdZdUbFZ0Y5y,United Kingdom,top200,MOVE_UP,62359.0
Habiba,10,2017-05-15,Boef,https://open.spotify.com/track/6G41AeVgQkpvEbTxN5fNkW,Belgium,top200,MOVE_DOWN,22536.0
Adictiva,27,2019-03-14,"Daddy Yankee, Anuel AA",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,Costa Rica,top200,SAME_POSITION,9718.0
Dianikterevo,112,2020-06-06,Giorgos Mazonakis,https://open.spotify.com/track/6Dit1erL7lMDu8Y2E8aUnR,Greece,top200,MOVE_UP,3327.0
Amor de Verdade,59,2018-12-18,"MC Kekel, MC Rita",https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j,Brazil,top200,MOVE_DOWN,145762.0
"Vem amor, bate e não para",4,2019-01-29,Mazzoni,https://open.spotify.com/track/1tj949Btt168gzYcC9IjSk,Brazil,viral50,MOVE_UP,
Choker,54,2021-04-30,Twenty One Pilots,https://open.spotify.com/track/3ydI3CesHBnaY01Qff9jOr,Global,top200,NEW_ENTRY,1468478.0
Water Baby,44,2018-02-01,"Tom Misch, Loyle Carner",https://open.spotify.com/track/1T9z3F2gPTTpi3r8gmy6il,Germany,viral50,SAME_POSITION,
寂寞還是你,64,2018-09-01,Jam Hsiao,https://open.spotify.com/track/6SVJfg06zPLCB6CouICHQH,Taiwan,top200,NEW_ENTRY,5262.0
Lost Cause,103,2021-06-17,Billie Eilish,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M,Germany,top200,MOVE_DOWN,84564.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,2021-10-12,Tainy,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,Panama,top200,SAME_POSITION,20685.0
Afuera Está Lloviendo,88,2017-02-16,Julión Álvarez y su Norteño Banda,https://open.spotify.com/track/6vVlJvDUGiF2w6XxJtDZUC,Mexico,top200,MOVE_DOWN,61082.0
Checka,10,2020-10-26,"Delara, Loredana",https://open.spotify.com/track/5ChtVY22XWHIpSgPtZZ6wB,Germany,top200,MOVE_UP,255042.0
Creep On Me,30,2018-09-30,"GASHI, French Montana, DJ Snake",https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd,Bolivia,viral50,MOVE_UP,
Con Altura,27,2019-07-25,"ROSALÍA, J Balvin, El Guincho",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,Paraguay,viral50,SAME_POSITION,
Jocelyn Flores,189,2020-11-10,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,Sweden,top200,NEW_ENTRY,15586.0
Then Leave (feat. Queendom Come),32,2020-08-06,BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,Australia,viral50,MOVE_DOWN,
時光機,51,2017-09-02,Terence Siufay,https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ,Hong Kong,top200,MOVE_DOWN,4496.0
Alfred - Outro,147,2020-01-20,Eminem,https://open.spotify.com/track/1WAwILvz37MkmZfmGnEXfg,Canada,top200,MOVE_DOWN,41871.0
Až na měsíc,9,2020-09-03,"Viktor Sheen, Nik Tendo, Calin, Hasan",https://open.spotify.com/track/2687fXBlOk6u6fiwLJ4E1l,Czech Republic,top200,SAME_POSITION,14336.0
Think About Things,26,2020-04-18,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,Belgium,viral50,MOVE_DOWN,
Fíjate Que Si,174,2018-05-28,Edwin Luna y La Trakalosa de Monterrey,https://open.spotify.com/track/1kUc8p4VewK8Bgu61NYNhw,Mexico,top200,MOVE_DOWN,48095.0
Miss Lonely - Dimelo Flow Remix,143,2019-09-28,"Sech, Justin Quiles, De La Ghetto, Dímelo Flow",https://open.spotify.com/track/1ndlOUUT3Eq1SDCSdKJASw,Peru,top200,MOVE_UP,13594.0
Er Derude,172,2018-01-06,Skinz,https://open.spotify.com/track/7aE2eCCGYJt05y9gXr5W3x,Denmark,top200,MOVE_DOWN,8578.0
City Of Stars - Operación Triunfo 2017,112,2017-12-20,"Amaia, Alfred García",https://open.spotify.com/track/69bi3Tfjhr1RUtFK4M8JBV,Spain,top200,MOVE_UP,29087.0
I AM WOMAN,4,2021-12-23,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Czech Republic,viral50,SAME_POSITION,
bad guy,138,2019-10-20,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Uruguay,top200,MOVE_UP,1945.0
Eastside (with Halsey & Khalid),38,2019-02-19,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,Latvia,top200,SAME_POSITION,1571.0
All Night,163,2017-05-09,"The Vamps, Matoma",https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,Hong Kong,top200,MOVE_DOWN,2259.0
OMG (feat. Quavo),107,2017-08-04,Camila Cabello,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp,Dominican Republic,top200,NEW_ENTRY,1658.0
High Hopes,125,2019-08-11,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,New Zealand,top200,MOVE_DOWN,6388.0
Sunset,23,2020-02-15,DAVICHI,https://open.spotify.com/track/27srzsrTPJ2KiABGZ0rP5a,Vietnam,viral50,MOVE_DOWN,
To Love Again,193,2017-02-03,Daryl Ong,https://open.spotify.com/track/6k3b9NQnivP9wUhA7PgbOU,Philippines,top200,MOVE_DOWN,15585.0
Mask Off,86,2017-08-16,Future,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,Poland,top200,MOVE_DOWN,8055.0
Nothing On You (feat. Paulo Londra & Dave),14,2019-08-16,Ed Sheeran,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N,Argentina,viral50,SAME_POSITION,
death bed (coffee for your head),10,2020-06-26,"Powfu, beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Canada,top200,MOVE_DOWN,125954.0
Sterben kannst du überall,42,2017-10-26,Trailerpark,https://open.spotify.com/track/33aYqVQ4EviRTd0BmHFxpF,Germany,top200,MOVE_DOWN,114566.0
Loca Remix,24,2018-05-06,"KHEA, Bad Bunny, Duki, Cazzu",https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM,Paraguay,viral50,MOVE_UP,
DÁKITI,13,2020-11-25,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,Ukraine,viral50,MOVE_UP,
For You (Fifty Shades Freed) (& Rita Ora),24,2018-01-12,Liam Payne,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,Thailand,top200,MOVE_UP,5391.0
SUMMERIDE,40,2021-05-12,Jay Park,https://open.spotify.com/track/4M9NbNJnOpVCN5jbNln2TJ,South Korea,viral50,MOVE_DOWN,
Boot,153,2020-09-06,Apache 207,https://open.spotify.com/track/12KENAKQY5JvAsRURN7TzB,Austria,top200,MOVE_UP,4331.0
Encore,157,2021-03-03,GOT7,https://open.spotify.com/track/2mf9FitEJnH6mcUU6y0Hkw,Taiwan,top200,MOVE_DOWN,7122.0
Con Altura,21,2019-05-16,"ROSALÍA, J Balvin, El Guincho",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,Egypt,viral50,SAME_POSITION,
Vem amor,50,2019-03-10,LUDMILLA,https://open.spotify.com/track/5rRi4RW8F99U24EAS2Cdte,Brazil,viral50,MOVE_DOWN,
Castle on the Hill,183,2018-02-22,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Singapore,top200,MOVE_UP,5227.0
Natural,13,2018-09-27,Imagine Dragons,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,Israel,top200,SAME_POSITION,4619.0
New Light,133,2019-04-15,John Mayer,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0,Malaysia,top200,MOVE_UP,7399.0
MY POWER,21,2020-06-04,"Nija, Beyoncé, Busiswa, Yemi Alade, Tierra Whack, Moonchild Sanelly, DJ Lag",https://open.spotify.com/track/7ia5l12mCvbQTeAnG1oYpg,Spain,viral50,MOVE_UP,
MIDDLE CHILD,108,2019-04-30,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,Slovakia,top200,MOVE_UP,1431.0
Noticed,20,2018-09-19,Lil Mosey,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,Vietnam,viral50,MOVE_UP,
HIGHEST IN THE ROOM,152,2020-10-06,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,Costa Rica,top200,MOVE_DOWN,3397.0
Non Avere Paura,32,2020-01-08,Tommaso Paradiso,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3,Italy,viral50,MOVE_UP,
可惜沒如果,178,2021-08-20,JJ Lin,https://open.spotify.com/track/6WoQzK5Exbfcmow1AoNRkl,Singapore,top200,MOVE_DOWN,6152.0
Olabilir,27,2019-07-04,MERO,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo,Austria,top200,MOVE_DOWN,13182.0
Lovefool,26,2020-06-23,twocolors,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4,Romania,viral50,MOVE_DOWN,
Calma - Remix,35,2019-06-27,"Pedro Capó, Farruko",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,Ecuador,top200,MOVE_DOWN,10900.0
MIDDLE CHILD,199,2020-03-02,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,Ireland,top200,NEW_ENTRY,4969.0
Cold,71,2017-05-13,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,United States,top200,MOVE_UP,347530.0
Mayores,140,2018-09-12,"Becky G, Bad Bunny",https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,Bolivia,top200,MOVE_UP,1270.0
God's Plan,50,2018-04-14,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,Latvia,viral50,NEW_ENTRY,
Catriona,117,2020-07-01,Matthaios,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,Philippines,top200,MOVE_DOWN,30971.0
SAD!,155,2021-03-02,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,Canada,top200,MOVE_UP,31874.0
Soy Peor,121,2018-02-23,Bad Bunny,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,Panama,top200,MOVE_UP,1245.0
Bank Account,146,2017-10-02,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,Indonesia,top200,MOVE_DOWN,10425.0
223's (feat. 9lokknine),61,2019-10-31,YNW Melly,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,Global,top200,MOVE_DOWN,1296761.0
Roses - Imanbek Remix,23,2020-08-04,SAINt JHN,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,Denmark,top200,MOVE_UP,34700.0
Fokak,55,2021-07-05,"Double Zuksh, 3enba",https://open.spotify.com/track/3VLykmyUx8XKraa9SWQgKO,Egypt,top200,MOVE_UP,3448.0
Ordinary Day (ft. Hailee Steinfeld),114,2018-09-30,Logic,https://open.spotify.com/track/2zIAPysksDdMAiG33qH6kW,United States,top200,MOVE_DOWN,277839.0
Suena El Dembow,13,2017-10-29,"Joey Montana, Sebastian Yatra",https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,Uruguay,viral50,MOVE_UP,
OUT WEST (feat. Young Thug),128,2020-07-08,"JACKBOYS, Travis Scott",https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,Hungary,top200,MOVE_DOWN,2918.0
Ride It,101,2020-09-30,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,Greece,top200,MOVE_DOWN,3295.0
SOLO,13,2018-12-27,JENNIE,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,Greece,viral50,MOVE_DOWN,
Voy Por Ti,149,2020-03-07,"Cali Y El Dandee, Piso 21",https://open.spotify.com/track/2sRhe52xJklfzRIe0K6puw,Peru,top200,MOVE_UP,14614.0
Astronaut In The Ocean,95,2021-08-15,Masked Wolf,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,Norway,top200,MOVE_DOWN,12428.0
เวลาเธอยิ้ม,92,2021-07-07,Polycat,https://open.spotify.com/track/06DPpk0hUJEgpzl5cuWNI6,Thailand,top200,MOVE_UP,9392.0
Impreza,7,2020-08-02,Sobel,https://open.spotify.com/track/2Y1Nd54Jrgciu2HtpP5ymM,Poland,top200,SAME_POSITION,70489.0
Look Alive (feat. Drake),129,2018-03-31,BlocBoy JB,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,Spain,top200,MOVE_DOWN,23853.0
Solo Dance,68,2017-06-24,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Germany,top200,SAME_POSITION,85282.0
What Lovers Do (feat. SZA),100,2018-10-27,Maroon 5,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,Philippines,top200,MOVE_UP,32979.0
Demasiado Tarde,130,2019-11-15,"Micro TDH, Lenny Tavárez",https://open.spotify.com/track/5KFx45L84KmBINWLh6TEiL,Chile,top200,MOVE_DOWN,33760.0
TOP FLOOR (feat. Travis Scott),146,2020-05-24,Gunna,https://open.spotify.com/track/4YhJ3a6kBPGJWX4Ek77sDd,Global,top200,MOVE_DOWN,671918.0
Jordan Manchás,20,2021-05-23,"Skinny Flex, Elpatron970",https://open.spotify.com/track/16fcpqTCRdFkI15jyI5ePK,Italy,viral50,MOVE_DOWN,
Lambada,80,2020-06-19,Mons,https://open.spotify.com/track/0KuQww2BKIrK3VZXUeJ8ms,Morocco,top200,SAME_POSITION,1589.0
GFLOW,26,2020-01-31,Z.E,https://open.spotify.com/track/684jrXb96qFbfvBFkLJ08d,Sweden,viral50,MOVE_DOWN,
Mi Gente,23,2017-10-24,"J Balvin, Willy William",https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,Austria,top200,MOVE_DOWN,8587.0
No Te Debí Besar,7,2019-09-25,"C. Tangana, Paloma Mami",https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf,Chile,top200,MOVE_DOWN,207210.0
Shape of You,108,2019-09-23,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Australia,top200,MOVE_DOWN,38093.0
Taste (feat. Offset),96,2019-01-22,Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,Hungary,top200,MOVE_UP,2469.0
Praise The Lord (Da Shine) (feat. Skepta),38,2018-07-20,A$AP Rocky,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,Estonia,top200,MOVE_DOWN,1483.0
La Mejor Versión de Mi - Remix,53,2019-11-12,"Natti Natasha, Romeo Santos",https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ,Peru,top200,MOVE_UP,31926.0
Happier Than Ever,103,2021-09-19,Billie Eilish,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,Ecuador,top200,MOVE_UP,7073.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,3,2021-10-21,CKay,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU,Peru,viral50,MOVE_DOWN,
Vaikinai trumpais Šortais,75,2020-04-18,Monika LIU,https://open.spotify.com/track/56ZH4645AGNrkx403kNA1w,Lithuania,top200,MOVE_DOWN,1058.0
512,12,2021-05-07,"Mora, Jhay Cortez",https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2,Bolivia,viral50,MOVE_UP,
ต้องชอบแค่ไหน,88,2021-05-16,Pretzelle,https://open.spotify.com/track/5MZwRe4ZpXTuhpM8hhhsv8,Thailand,top200,MOVE_DOWN,9706.0
Ghost Voices,39,2018-03-15,Virtual Self,https://open.spotify.com/track/6rDN0EFbzYRsIyrhEP4iad,New Zealand,viral50,MOVE_UP,
HOLIDAY,70,2020-11-27,Lil Nas X,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,Denmark,top200,MOVE_UP,23483.0
Por Perro,63,2019-01-20,"Sebastian Yatra, Luis Figueroa, Lary Over",https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,Colombia,top200,MOVE_DOWN,11725.0
Monster (Shawn Mendes & Justin Bieber),89,2020-12-08,Shawn Mendes,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,France,top200,MOVE_DOWN,61947.0
LA CANCIÓN,47,2019-12-14,"J Balvin, Bad Bunny",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,Spain,top200,SAME_POSITION,99288.0
Sunt O Forta,130,2021-05-27,"Jador, MORO, Lino Golden",https://open.spotify.com/track/72aNwlbIDshKCA0k0DGYBz,Romania,top200,MOVE_DOWN,2839.0
